ops_subtype@MetaData,station_id@MetaData,ops_obstype@MetaData,vesselinfo@VesselInfo,newobstype@NewObsType,anemometer_height@AnemometerHeight
int,string,int,string,int,float
_,_,_,_,_,_
10200,3FEH6,_,JPGC S  ,_,38.0
10200,3FEI6,_,HKVC S  ,_,-30.0
10200,3FEJ6,_,USCS S  ,_,42.0
10200,3FEM2,_,JPBCVS  ,_,32.0
10200,3FEN2,_,JPRRVS  ,_,29.5
10200,3FER3,_,JPCSSG  ,_,41.6
10200,3FEU8,_,JPGCVS  ,_,25.3
10200,3FEX8,_,AULC S  ,_,55.0
10200,3FEY4,_,JPRR S  ,_,35.3
10200,3FEY7,_,JPBCSG  ,_,30.7
10200,3FEZ3,_,JPBCVS  ,_,41.0
10200,3FFG7,_,USCS S  ,_,48.0
10200,3FFI8,_,JPCS S  ,_,39.8
10200,3FFL8,_,USPS S  ,_,-45.0
10200,3FFP4,_,JPBC S  ,_,31.3
10200,3FFR4,_,USCS S  ,_,-37.0
10200,3FFX7,_,JPBCVS  ,_,32.7
10200,3FGD2,_,JPGCSG  ,_,14.8
10200,3FGF2,_,JPBCVS  ,_,33.0
10200,3FGM2,_,JPBC S  ,_,36.0
10200,3FGO3,_,JPBCVS  ,_,30.4
10200,3FGP2,_,JPBC S  ,_,39.0
10200,3FGT3,_,JPBCVS  ,_,34.3
10200,3FGV7,_,JPBC S  ,_,31.0
10200,3FHD9,_,KRGT    ,_,-23.0
10200,3FHF8,_,JPBC S  ,_,26.0
10200,3FHF9,_,JPOTVS  ,_,30.7
10200,3FHJ6,_,JPGC S  ,_,33.6
10200,3FHS3,_,JPCSSG  ,_,45.3
10200,3FHS7,_,JPBCVS  ,_,32.6
10200,3FHT4,_,JPBCVS  ,_,28.7
10200,3FHT8,_,JPRRVS  ,_,34.0
10200,3FHU5,_,JPRR S  ,_,33.0
10200,3FHV7,_,JPBCVS  ,_,32.4
10200,3FHX2,_,USLT S  ,_,35.0
10200,3FID9,_,JPBC    ,_,21.5
10200,3FIG7,_,KRBCSN  ,_,36.0
10200,3FIN3,_,JPRRVS  ,_,29.4
10200,3FIN6,_,JPGCVS  ,_,24.0
10200,3FIQ,_,JPLTVS  ,_,26.9
10200,3FIW4,_,JPCSVS  ,_,37.8
10200,3FIX3,_,JPLTVS  ,_,38.5
10200,3FJI8,_,JPLTVS  ,_,-38.0
10200,3FJL6,_,JPRR S  ,_,33.0
10200,3FJM9,_,USCSSN  ,_,-37.0
10200,3FJQ,_,JPOTVS  ,_,20.0
10200,3FJQ9,_,JPBCVS  ,_,16.8
10200,3FJT4,_,JPGC S  ,_,36.5
10200,3FJY6,_,JPGTVS  ,_,36.1
10200,3FKM8,_,KRBCVS  ,_,36.8
10200,3FKV8,_,JPRRVS  ,_,35.6
10200,3FKX,_,JPGCVS  ,_,31.6
10200,3FKY5,_,JPGCVS  ,_,37.9
10200,3FKY6,_,KRBCVS  ,_,28.1
10200,3FLC7,_,JPCSVS  ,_,46.9
10200,3FLD3,_,JPBC S  ,_,35.0
10200,3FLF8,_,USCSSN  ,_,39.0
10200,3FLG5,_,JPBC S  ,_,26.5
10200,3FLL4,_,JPBCVS  ,_,28.8
10200,3FLS8,_,JPBCVS  ,_,29.0
10200,3FLT5,_,JPGTVS  ,_,33.8
10200,3FLV3,_,JPBC S  ,_,43.0
10200,3FLW7,_,JPOTVS  ,_,30.0
10200,3FLX7,_,JPBCVS  ,_,31.3
10200,3FLY7,_,JPBCVS  ,_,30.1
10200,3FLZ,_,JPGCVS  ,_,39.6
10200,3FMA4,_,JPRR S  ,_,36.0
10200,3FMB6,_,JPBC S  ,_,26.0
10200,3FMI5,_,USBC    ,_,-34.0
10200,3FMK3,_,JPCSVS  ,_,46.9
10200,3FMO,_,JPBCVS  ,_,33.0
10200,3FMP6,_,JPBC S  ,_,40.2
10200,3FMT6,_,JPGCVS  ,_,30.5
10200,3FMU2,_,JPBCVS  ,_,34.0
10200,3FMV6,_,GBGT    ,_,-23.0
10200,3FMY2,_,JPBCVS  ,_,18.4
10200,3FNF4,_,USGT S  ,_,28.0
10200,3FNI2,_,JPBCVS  ,_,32.5
10200,3FNL8,_,JPCS S  ,_,43.5
10200,3FNS5,_,JPBCVS  ,_,36.0
10200,3FNX5,_,USMI S  ,_,38.4
10200,3FNZ5,_,USLT S  ,_,32.0
10200,3FOB5,_,USPS S  ,_,44.6
10200,3FOC5,_,USPSSN  ,_,37.0
10200,3FOG4,_,JPCSVS  ,_,42.0
10200,3FOG7,_,JPBCVS  ,_,34.3
10200,3FOJ7,_,HKCS S  ,_,34.0
10200,3FOK4,_,JPRR S  ,_,35.0
10200,3FOL3,_,JPBC S  ,_,36.0
10200,3FOL7,_,JPBC S  ,_,35.0
10200,3FON6,_,JPRRVS  ,_,39.2
10200,3FOS8,_,JPLT S  ,_,46.0
10200,3FOU3,_,JPBCVS  ,_,32.1
10200,3FOX9,_,USLTUS  ,_,32.0
10200,3FPB5,_,JPCSSG  ,_,42.5
10200,3FPH4,_,JPRR S  ,_,33.0
10200,3FPH8,_,JPBC S  ,_,34.0
10200,3FPK2,_,NLGCSLE ,_,-25.0
10200,3FPM,_,JPLTVS  ,_,46.4
10200,3FPQ9,_,USPS S  ,_,60.3
10200,3FPS9,_,USPS S  ,_,40.0
10200,3FQA9,_,JPRR S  ,_,33.0
10200,3FQD6,_,JPBC S  ,_,36.4
10200,3FQL7,_,JPBCVS  ,_,23.0
10200,3FQN7,_,JPLTVS  ,_,41.2
10200,3FQO4,_,USCSSN  ,_,42.5
10200,3FQP2,_,JPGCVS  ,_,17.8
10200,3FQS8,_,USCSSN  ,_,39.4
10200,3FQT4,_,JPRR S  ,_,33.0
10200,3FRJ7,_,JPRR S  ,_,37.0
10200,3FRS3,_,JPBCVS  ,_,33.9
10200,3FRT4,_,JPLTVS  ,_,50.0
10200,3FRT9,_,USCS    ,_,-37.0
10200,3FRU9,_,JPBCVS  ,_,31.6
10200,3FRY7,_,JPBCVS  ,_,33.2
10200,3FSC3,_,USBC S  ,_,35.0
10200,3FSH4,_,JPRR S  ,_,36.7
10200,3FSS9,_,JPBC S  ,_,31.0
10200,3FSU,_,JPBCVS  ,_,33.0
10200,3FSV5,_,JPBCVS  ,_,31.7
10200,3FSV7,_,HKCS S  ,_,34.0
10200,3FTD8,_,JPRRVS  ,_,27.3
10200,3FTE6,_,JPRRVS  ,_,28.8
10200,3FTO6,_,JPLTVS  ,_,44.3
10200,3FTP2,_,JPLTVS  ,_,42.3
10200,3FTT5,_,JPGC S  ,_,26.0
10200,3FTY5,_,JPBCVS  ,_,30.0
10200,3FUB8,_,USCSSN  ,_,41.0
10200,3FUH7,_,JPCSVS  ,_,34.7
10200,3FUJ5,_,JPBCVS  ,_,33.2
10200,3FUL2,_,USCSSN  ,_,27.0
10200,3FUL9,_,JPBC S  ,_,30.0
10200,3FUN4,_,JPLTVS  ,_,37.5
10200,3FUO8,_,JPBC S  ,_,40.0
10200,3FUU,_,USLTSN  ,_,33.5
10200,3FUU7,_,JPBCVS  ,_,33.0
10200,3FUY3,_,JPRR S  ,_,34.8
10200,3FUZ5,_,JPBC S  ,_,43.0
10200,3FVC2,_,JPRRVS  ,_,42.7
10200,3FVC5,_,JPBCVS  ,_,32.1
10200,3FVC7,_,JPLTVS  ,_,42.0
10200,3FVG8,_,JPBC A  ,_,28.8
10200,3FVI7,_,JPGTVS  ,_,37.7
10200,3FVR2,_,JPCSVS  ,_,44.8
10200,3FVW2,_,JPCSVS  ,_,46.0
10200,3FVX9,_,JPRR S  ,_,34.3
10200,3FWB2,_,JPGCVS  ,_,40.2
10200,3FWB9,_,JPRR S  ,_,33.0
10200,3FWD9,_,JPRR S  ,_,36.7
10200,3FWG9,_,JPLTVS  ,_,30.3
10200,3FWI3,_,JPRRVS  ,_,31.8
10200,3FWI4,_,JPBC S  ,_,48.6
10200,3FWK5,_,JPRR S  ,_,36.6
10200,3FWO7,_,JPCSSG  ,_,49.5
10200,3FWP3,_,HKPSUS  ,_,43.5
10200,3FWR,_,JPBCVS  ,_,19.6
10200,3FWR6,_,JPGTVS  ,_,-23.0
10200,3FWW8,_,JPBCVS  ,_,32.1
10200,3FXA8,_,JPLTVS  ,_,47.1
10200,3FXC3,_,JPRRVS  ,_,39.4
10200,3FXC7,_,JPBCVS  ,_,20.5
10200,3FXE9,_,KRGTUS  ,_,54.5
10200,3FXN7,_,JPBCVS  ,_,38.4
10200,3FXN9,_,USCS S  ,_,42.0
10200,3FXP,_,USRR S  ,_,-30.0
10200,3FXQ3,_,JPBC S  ,_,29.6
10200,3FXV6,_,JPLTVS  ,_,36.5
10200,3FXV9,_,JPBCVS  ,_,30.7
10200,3FXW6,_,KRBC S  ,_,35.0
10200,3FXY2,_,JPBCVS  ,_,20.0
10200,3FYB3,_,USCSSN  ,_,41.0
10200,3FYE3,_,JPBC S  ,_,31.0
10200,3FYE5,_,JPGC S  ,_,45.0
10200,3FYI4,_,JPLTVS  ,_,20.6
10200,3FYO3,_,JPRRSG  ,_,33.6
10200,3FYP5,_,JPBC S  ,_,32.0
10200,3FYP8,_,JPRRSG  ,_,35.8
10200,3FYP9,_,JPRRVS  ,_,35.0
10200,3FYT6,_,JPBCVS  ,_,33.7
10200,3FZA9,_,USCS S  ,_,38.0
10200,3FZB,_,JPBC S  ,_,40.0
10200,3FZG9,_,HKCSVS  ,_,-37.0
10200,3FZJ2,_,JPGCVS  ,_,31.0
10200,3FZK3,_,CARR S  ,_,28.9
10200,3FZL2,_,JPBCVS  ,_,28.8
10200,3FZO8,_,USPS S  ,_,54.0
10200,3FZR7,_,NZGT S  ,_,26.7
10200,3FZT2,_,JPBCVS  ,_,33.2
10200,3FZX4,_,JPGCVS  ,_,15.5
10200,3FZX7,_,JPBC S  ,_,26.0
10200,4XFA,_,ZYCS    ,_,-37.0
10200,4XFB,_,ILCSVS  ,_,39.0
10200,4XFC,_,ILCSVS  ,_,42.8
10200,4XFD,_,ILCSSN  ,_,39.0
10200,4XFE,_,ILCSVS  ,_,49.8
10200,4XFN,_,ILCSVS  ,_,45.0
10200,4XFO,_,ILCSVS  ,_,50.0
10200,4XFP,_,ILCSVS  ,_,40.2
10200,4XFQ,_,ILCSVS  ,_,48.0
10200,4XFV,_,ILCS S  ,_,36.0
10200,4XFX,_,ILCSVS  ,_,41.0
10200,4XFY,_,ILCSSN  ,_,42.0
10200,4XGS,_,IL  SL  ,_,16.0
10200,4XGT,_,IL  SL  ,_,25.0
10200,4XGU,_,ILCS S  ,_,40.0
10200,4XIM,_,ILCSSN  ,_,35.0
10200,4XIS,_,ILCSSN  ,_,40.0
10200,5BCX3,_,PLCS A  ,_,26.0
10200,5BDK2,_,USBC    ,_,-34.0
10200,5BKF3,_,PLCS A  ,_,26.0
10200,5BMC3,_,NLPSSLE ,_,-45.0
10200,5BPA3,_,DECS W  ,_,-37.0
10200,5BPD3,_,DECS W  ,_,-37.0
10200,5BVC2,_,PLCS A  ,_,26.0
10200,5DCX3,_,PLCS A  ,_,26.0
10200,7JAO,_,JPOT S  ,_,11.0
10200,7JAT,_,JPLTVS  ,_,28.1
10200,7JBI,_,JPPS S  ,_,42.6
10200,7JBM,_,JPOT S  ,_,15.0
10200,7JBZ,_,JPOT S  ,_,20.0
10200,7JCJ,_,JPBCVS  ,_,39.7
10200,7JCK,_,JPGT S  ,_,56.3
10200,7JCO,_,JPRR S  ,_,34.8
10200,7JCP,_,JPBCVS  ,_,41.0
10200,7JCT,_,JPBC S  ,_,34.6
10200,7JCV,_,JPRR S  ,_,34.7
10200,7JCW,_,JPRR S  ,_,34.7
10200,7JDE,_,JPRR S  ,_,32.2
10200,7JDH,_,JPBCVS  ,_,32.7
10200,7JDK,_,JPRRVS  ,_,36.5
10200,7JDN,_,JPCSVS  ,_,46.0
10200,7JDP,_,JPRR S  ,_,35.6
10200,7JDQ,_,JPGT S  ,_,56.0
10200,7JDT,_,JPRR S  ,_,34.1
10200,7JDU,_,JPRV A  ,_,20.0
10200,7JDY,_,JPRRVS  ,_,29.0
10200,7JEF,_,JPBCVS  ,_,38.2
10200,7JEK,_,JPBCVS  ,_,37.8
10200,7JEW,_,JPOT S  ,_,10.5
10200,7JEX,_,JPRRVS  ,_,34.1
10200,7JFC,_,JPBC S  ,_,32.0
10200,7JFD,_,JPBC S  ,_,32.0
10200,7JFI,_,JPRRVS  ,_,33.6
10200,7JFJ,_,JPBCVS  ,_,30.5
10200,7JFK,_,JPRR S  ,_,36.7
10200,7JFL,_,JPLT S  ,_,44.2
10200,7JFN,_,JPBCVS  ,_,33.3
10200,7JFT,_,JPBC S  ,_,27.2
10200,7JFW,_,JPRRVS  ,_,34.5
10200,7JFX,_,JPLT S  ,_,48.0
10200,7JFY,_,JPLT S  ,_,36.3
10200,7JGE,_,JPRRVS  ,_,30.7
10200,7JGF,_,JPRRVS  ,_,29.5
10200,7JGG,_,JPBCVS  ,_,34.2
10200,7JGP,_,JPBC S  ,_,38.0
10200,7JGR,_,JPBCVS  ,_,34.0
10200,7JGS,_,JPBC S  ,_,24.5
10200,7JHF,_,JPBC S  ,_,25.0
10200,7JHG,_,JPBCVS  ,_,34.5
10200,7JHH,_,JPBCVS  ,_,28.0
10200,7JHK,_,JPBC S  ,_,38.0
10200,7JHL,_,JPRRVS  ,_,35.7
10200,7JHP,_,JPBC S  ,_,33.8
10200,7JHS,_,JPGTVS  ,_,56.3
10200,7JHT,_,JPBCVS  ,_,34.5
10200,7JHV,_,JPLTVS  ,_,40.0
10200,7JHY,_,USBC    ,_,-34.0
10200,7JHZ,_,JPBC S  ,_,39.0
10200,7JIC,_,JPRRVS  ,_,42.5
10200,7JID,_,JPBCVS  ,_,39.8
10200,7JIF,_,JPRRVS  ,_,36.0
10200,7JIK,_,JPLTVS  ,_,37.0
10200,7JIS,_,JPBCVS  ,_,35.1
10200,7JIT,_,JPBC S  ,_,37.2
10200,7JIU,_,JPBCVS  ,_,24.3
10200,7JIV,_,JPLTVS  ,_,39.4
10200,7JJB,_,JPBC S  ,_,24.0
10200,7JJD,_,JPRRVS  ,_,40.0
10200,7JJF,_,JPBCVS  ,_,26.9
10200,7JJG,_,JPLTVS  ,_,53.4
10200,7JJJ,_,JPRRVS  ,_,36.7
10200,7JJT,_,JPLTVS  ,_,37.0
10200,7JJV,_,JPLT S  ,_,36.8
10200,7JJX,_,JPBCVS  ,_,40.7
10200,7JKA,_,JPGC S  ,_,28.0
10200,7JKD,_,JPBC S  ,_,-34.0
10200,7JKJ,_,JPBCVS  ,_,42.1
10200,7JKK,_,JPLTVS  ,_,41.7
10200,7JKL,_,JPBC S  ,_,43.0
10200,7JKU,_,JPBC S  ,_,32.0
10200,7JKY,_,JPRR S  ,_,33.0
10200,7JLE,_,JPBC S  ,_,51.0
10200,7JLP,_,JPBC S  ,_,36.4
10200,7JLQ,_,JPBC S  ,_,37.4
10200,7JLX,_,JPBC S  ,_,-34.0
10200,7JMA,_,JPLTVS  ,_,41.0
10200,7JME,_,JPBC S  ,_,37.2
10200,7JMF,_,JPBC S  ,_,45.0
10200,7JMG,_,JPBC S  ,_,32.0
10200,7JMO,_,JPBCVS  ,_,38.0
10200,7JMV,_,JPBC A  ,_,38.0
10200,7JMZ,_,JPBC S  ,_,26.0
10200,7JNF,_,JPBC S  ,_,36.0
10200,7JNL,_,JPLTVS  ,_,31.5
10200,7JNQ,_,JPBCSG  ,_,25.1
10200,7JNU,_,JPGTVS  ,_,56.8
10200,7JNZ,_,JPBC S  ,_,45.0
10200,7JOH,_,JPBC S  ,_,37.0
10200,7JOJ,_,JPBC S  ,_,32.0
10200,7JOO,_,JPRV S  ,_,23.0
10200,7JOR,_,JPLTVS  ,_,31.5
10200,7JOS,_,JPBC S  ,_,26.0
10200,7JOU,_,JPBC S  ,_,36.0
10200,7JOW,_,JPBC S  ,_,31.1
10200,7JPF,_,JPOTVS  ,_,12.0
10200,7JPJ,_,JPBC S  ,_,34.0
10200,7JPL,_,JPRR S  ,_,35.0
10200,7JPS,_,JPBCVS  ,_,36.0
10200,7JQG,_,JPGTVS  ,_,58.5
10200,7JQP,_,JPLTVS  ,_,-38.0
10200,7JQT,_,JPBC S  ,_,37.6
10200,7JQZ,_,JPBCVS  ,_,32.6
10200,7JRD,_,JPBC S  ,_,-34.0
10200,7JRF,_,JPBC S  ,_,32.0
10200,7JRJ,_,JPBC S  ,_,45.0
10200,7JRM,_,JPOT A  ,_,14.0
10200,7JRW,_,JPLTVS  ,_,43.7
10200,7JRX,_,JPBCVS  ,_,40.7
10200,7JSD,_,JPBCVS  ,_,34.3
10200,7JSR,_,JPBCVS  ,_,53.3
10200,7JTD,_,JPLTVS  ,_,42.2
10200,7JTL,_,JPBCVS  ,_,33.1
10200,7JTW,_,JPBCVS  ,_,33.5
10200,7JUA,_,JPRRVS  ,_,31.0
10200,7JUG,_,JPLTVS  ,_,42.3
10200,7JUM,_,JPRR S  ,_,35.0
10200,7JVC,_,JPGC S  ,_,40.0
10200,7JVD,_,JPGTVS  ,_,-23.0
10200,7JVF,_,JPLTVS  ,_,41.2
10200,7KXF,_,JPBC S  ,_,33.8
10200,8KYO,_,JPOT S  ,_,14.0
10200,8PNQ,_,USBC S  ,_,24.0
10200,8PNZ,_,USBCSN  ,_,33.0
10200,8POF,_,USGCSN  ,_,29.0
10200,8PSH,_,CACA S  ,_,17.8
10200,9A2107,_,HRBC S  ,_,20.0
10200,9A2108,_,HRBCUS  ,_,-34.0
10200,9A2122,_,HRBCUS  ,_,-34.0
10200,9A2164,_,HRPSUS  ,_,-45.0
10200,9A2171,_,HRFEUS  ,_,-34.0
10200,9A2350,_,HRBCVS  ,_,-34.0
10200,9A2854,_,HRPSUS  ,_,-45.0
10200,9A2869,_,HRGCUS  ,_,15.0
10200,9A6282,_,HRPS    ,_,-45.0
10200,9A6544,_,HRLT S  ,_,13.0
10200,9A7582,_,HRPS    ,_,-45.0
10200,9A8339,_,HRRRVS  ,_,-30.0
10200,9A8523,_,HRGCUS  ,_,20.0
10200,9AA2515,_,HRPSUS  ,_,-45.0
10200,9AA2516,_,HRLVUS  ,_,-30.0
10200,9AA3029,_,HRLT A  ,_,-38.0
10200,9AIU,_,HRBCVS  ,_,31.0
10200,9AJD,_,HRGC A  ,_,-25.0
10200,9ANN,_,HRGCUS  ,_,-25.0
10200,9ANO,_,HRBCUS  ,_,-34.0
10200,9ANP,_,HRRRUS  ,_,-30.0
10200,9HA2000,_,DECS W  ,_,-37.0
10200,9HA2415,_,GBPS S  ,_,27.5
10200,9HA2583,_,USPSUS  ,_,31.0
10200,9HA2950,_,GBPS S  ,_,38.0
10200,9HA3008,_,JPBCVS  ,_,32.0
10200,9HA3015,_,AUBC S  ,_,37.4
10200,9HA3047,_,USPS A  ,_,60.5
10200,9HA3054,_,JPBC S  ,_,32.2
10200,9HA3097,_,AUPS S  ,_,60.5
10200,9HA3139,_,DECS W  ,_,-37.0
10200,9HA3164,_,DECS W  ,_,-37.0
10200,9HA3165,_,DECS W  ,_,-37.0
10200,9HA3172,_,DECS W  ,_,-37.0
10200,9HA3173,_,DECS W  ,_,-37.0
10200,9HA3174,_,DECS W  ,_,-37.0
10200,9HA3178,_,DEBC W  ,_,-34.0
10200,9HA3182,_,JPBCVS  ,_,30.4
10200,9HA3183,_,JPBCVS  ,_,30.5
10200,9HA3189,_,DECS W  ,_,-37.0
10200,9HA3193,_,DECS W  ,_,-37.0
10200,9HA3208,_,DECS W  ,_,-37.0
10200,9HA3209,_,DECS W  ,_,-37.0
10200,9HA3218,_,JPBCVS  ,_,33.0
10200,9HA3237,_,DECS W  ,_,-37.0
10200,9HA3250,_,ZYCS    ,_,-37.0
10200,9HA3255,_,JPBCVS  ,_,31.0
10200,9HA3289,_,DECS W  ,_,-37.0
10200,9HA3340,_,DECS W  ,_,-37.0
10200,9HA3344,_,USCSSN  ,_,41.0
10200,9HA3366,_,DECS W  ,_,-37.0
10200,9HA3417,_,DECS W  ,_,-37.0
10200,9HA3473,_,DECS W  ,_,-37.0
10200,9HA3474,_,DECS S  ,_,-37.0
10200,9HA3486,_,DECS S  ,_,-37.0
10200,9HA3487,_,DECS W  ,_,-37.0
10200,9HA3488,_,DECS W  ,_,-37.0
10200,9HA3489,_,DECS W  ,_,-37.0
10200,9HA3490,_,DECS S  ,_,-37.0
10200,9HA3557,_,DECS W  ,_,-37.0
10200,9HA3564,_,NLGCSLE ,_,30.0
10200,9HA3569,_,DECS W  ,_,-37.0
10200,9HA3591,_,DECS W  ,_,-37.0
10200,9HA3594,_,DECS W  ,_,-37.0
10200,9HA3667,_,USPS S  ,_,40.0
10200,9HA3672,_,DECS S  ,_,-37.0
10200,9HA3767,_,DECS W  ,_,-37.0
10200,9HA3768,_,DECS W  ,_,-37.0
10200,9HA3769,_,DECS W  ,_,-37.0
10200,9HA3770,_,NLGCSLE ,_,30.0
10200,9HA4148,_,DECS W  ,_,-37.0
10200,9HA4149,_,DECS W  ,_,-37.0
10200,9HAJ7,_,PLGC A  ,_,22.0
10200,9HCX7,_,DEGC W  ,_,-25.0
10200,9HEA7,_,PLGC A  ,_,24.0
10200,9HEB7,_,PLGC A  ,_,24.0
10200,9HFA5,_,DEGC W  ,_,-25.0
10200,9HFR9,_,JPBCVS  ,_,32.5
10200,9HGP7,_,ILCSVS  ,_,40.0
10200,9HIQ6,_,PLGC A  ,_,17.0
10200,9HIY9,_,USBCSN  ,_,33.0
10200,9HJB9,_,USPSUS  ,_,-45.0
10200,9HJC9,_,USPS    ,_,54.0
10200,9HJD9,_,USPS S  ,_,54.0
10200,9HJF9,_,USPS S  ,_,33.0
10200,9HJG9,_,USPS S  ,_,34.0
10200,9HJI9,_,USPSSG  ,_,36.0
10200,9HOB7,_,DEGC W  ,_,-25.0
10200,9HOB8,_,USPSUS  ,_,33.0
10200,9HOF8,_,GBPS S  ,_,36.6
10200,9HOM8,_,USPS S  ,_,33.0
10200,9HOY7,_,DEGC W  ,_,-25.0
10200,9HPF7,_,HRLT A  ,_,22.0
10200,9HPN4,_,HRBCUS  ,_,15.0
10200,9HRJ9,_,USPS S  ,_,61.0
10200,9HWT7,_,DEGC W  ,_,-25.0
10200,9HXA5,_,DEGC W  ,_,-25.0
10200,9HXC9,_,USPS S  ,_,60.9
10200,9HXD9,_,USPS    ,_,-45.0
10200,9HXS6,_,PLGC A  ,_,22.0
10200,9HXT8,_,JPLTVS  ,_,-38.0
10200,9HZT6,_,PLGC A  ,_,20.0
10200,9KWH,_,AULC S  ,_,35.0
10200,9KWP,_,AULC S  ,_,37.0
10200,9LD2206,_,NLOTSLE ,_,-30.0
10200,9MBQ6,_,MYGT S  ,_,46.0
10200,9MBQ9,_,MYGT S  ,_,31.9
10200,9MBR8,_,MYGT S  ,_,46.0
10200,9MBW7,_,MYGT S  ,_,46.0
10200,9MCM4,_,MYGT S  ,_,46.0
10200,9MCN8,_,MYGT S  ,_,35.0
10200,9MCY3,_,MYGT S  ,_,35.0
10200,9MCY6,_,USLT S  ,_,35.0
10200,9MET6,_,MYGT S  ,_,52.0
10200,9MEU4,_,MYGT S  ,_,52.0
10200,9MEW7,_,MYGT S  ,_,52.0
10200,9MEZ2,_,MYGT S  ,_,52.0
10200,9MFE7,_,MYGTVS  ,_,31.9
10200,9MGF7,_,MYGT S  ,_,52.0
10200,9MGJ9,_,MYGT S  ,_,52.0
10200,9MGL7,_,MYGT S  ,_,31.9
10200,9MGW4,_,ZYGT    ,_,-23.0
10200,9MIL5,_,USLT    ,_,-38.0
10200,9MKB8,_,MYGT S  ,_,35.0
10200,9MTS,_,MYGT S  ,_,50.5
10200,9MVF3,_,JPBC S  ,_,33.0
10200,9V2003,_,NLCSSLE ,_,-37.0
10200,9V2004,_,NLCSSLE ,_,36.0
10200,9V2005,_,NLCSSLE ,_,36.0
10200,9V2024,_,USGT S  ,_,-23.0
10200,9V2133,_,JPLTVS  ,_,34.1
10200,9V2165,_,USCSSL  ,_,45.0
10200,9V2188,_,GBBC S  ,_,30.6
10200,9V2294,_,JPBC S  ,_,31.0
10200,9V2304,_,JPBC S  ,_,45.0
10200,9V2496,_,DECS W  ,_,-37.0
10200,9V2498,_,DECS W  ,_,-37.0
10200,9V2499,_,DECS W  ,_,-37.0
10200,9V2500,_,DECS W  ,_,-37.0
10200,9V2501,_,DECS W  ,_,-37.0
10200,9V2506,_,DECS W  ,_,-37.0
10200,9V2507,_,DECS W  ,_,-37.0
10200,9V2508,_,DECS W  ,_,-37.0
10200,9V2781,_,USBCSN  ,_,47.0
10200,9V2783,_,USBC    ,_,-34.0
10200,9V2953,_,JPBC S  ,_,-34.0
10200,9V3069,_,JPBCVS  ,_,37.0
10200,9V3118,_,USCSUS  ,_,38.0
10200,9V3291,_,USCS S  ,_,35.0
10200,9V3292,_,USCSSN  ,_,50.0
10200,9V3293,_,USCSSN  ,_,47.0
10200,9V3581,_,NZCS S  ,_,43.2
10200,9V3589,_,USCSSN  ,_,-37.0
10200,9V6346,_,USBC S  ,_,-34.0
10200,9V6535,_,AUCS S  ,_,52.0
10200,9V6784,_,AUCS S  ,_,-37.0
10200,9V7548,_,AUCS S  ,_,40.0
10200,9V7630,_,JPGTSG  ,_,50.0
10200,9V7631,_,JPGTVS  ,_,38.0
10200,9V7644,_,JPCSVS  ,_,43.5
10200,9V7645,_,USCSSN  ,_,46.3
10200,9V7950,_,JPLTVS  ,_,34.2
10200,9V7951,_,USCS S  ,_,54.0
10200,9V7952,_,USCSSN  ,_,37.0
10200,9V7953,_,USCSSN  ,_,48.0
10200,9V7954,_,USCSSN  ,_,37.0
10200,9V7955,_,USCS S  ,_,43.6
10200,9V7956,_,USCS S  ,_,45.0
10200,9V7957,_,USCS S  ,_,48.0
10200,9V7959,_,USCS S  ,_,43.0
10200,9V7960,_,USCS S  ,_,31.6
10200,9V7961,_,USCS A  ,_,48.0
10200,9V7962,_,USCS A  ,_,49.0
10200,9V8048,_,JPGTVS  ,_,35.6
10200,9V8072,_,AULC S  ,_,-37.0
10200,9V8073,_,AULC S  ,_,24.0
10200,9V8128,_,JPCSVS  ,_,43.0
10200,9V8132,_,USLT S  ,_,32.0
10200,9V8143,_,AULC S  ,_,35.0
10200,9V8197,_,JPLTVS  ,_,32.3
10200,9V8207,_,AUCS S  ,_,42.0
10200,9V8208,_,AUCS S  ,_,42.0
10200,9V8218,_,JPCSVS  ,_,38.1
10200,9V8259,_,USCSSN  ,_,28.0
10200,9V8376,_,USLT S  ,_,32.0
10200,9V8400,_,JPRRSG  ,_,36.2
10200,9V8472,_,USLT S  ,_,32.0
10200,9V8599,_,JPLTVS  ,_,34.1
10200,9V8640,_,USLT S  ,_,31.5
10200,9V8738,_,JPCSVS  ,_,43.1
10200,9V8739,_,USCSVS  ,_,36.0
10200,9V8740,_,JPCSVS  ,_,42.0
10200,9V8741,_,USCS S  ,_,-37.0
10200,9V8779,_,USLT S  ,_,33.0
10200,9V8796,_,SEVC S  ,_,41.5
10200,9V8797,_,SERR S  ,_,41.5
10200,9V8798,_,SERR S  ,_,43.0
10200,9V8827,_,USCS    ,_,-37.0
10200,9V8843,_,USBCSN  ,_,42.0
10200,9V8908,_,USLT S  ,_,32.0
10200,9V8940,_,JPLTVS  ,_,40.6
10200,9V9040,_,USBCSN  ,_,42.0
10200,9V9116,_,USBC S  ,_,-34.0
10200,9V9127,_,USBCSN  ,_,39.0
10200,9V9128,_,USBC S  ,_,-34.0
10200,9V9129,_,USBC S  ,_,-34.0
10200,9V9130,_,USBCSN  ,_,45.0
10200,9V9131,_,USBC S  ,_,45.0
10200,9V9132,_,USBCSN  ,_,45.0
10200,9V9133,_,USBCSN  ,_,-34.0
10200,9V9143,_,USGT S  ,_,-23.0
10200,9V9144,_,USGTSN  ,_,35.0
